,BHK,Address,Latitude,Longitude,Size(Acres),Deposit(Rs),Rent(Rs),Furnishing,Property Age,Available For, Immediate Possesion,Link
5167,1, Whitefield,12.953,77.729,600,20000,10000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-10000/8a9f829c6fe09973016fe0d02cc412c1/detail
5168,2,others,12.928,77.574,1200,150000,26000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-banashankari--bangalore-for-rs-26000/8a9f998276e02ccb0176e070d2c810ce/detail
5169,1, Sunkadakatte,12.99,77.489,600,50000,7000,Full Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-andrahalli-main-road-sunkadakatte-bangalore-for-rs-7000/8a9faa8576f729ac0176f7416c9d0560/detail
5170,2, Kaggadasapura,12.968,77.672,1125,160000,20000,Semi Furnished,>10 years ,Family,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kaggadasapura-bangalore-for-rs-20000/ff8081816badbe6b016bb0b4b8e5710d/detail
5173,1, Lingarajapuram,13.008,77.631,600,40000,8000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-tank-bund-road-lingarajapuram-bangalore-for-rs-8000/8a9fb28276f6b4b70176f738f27424a9/detail
5174,1, Lingarajapuram,13.008,77.631,600,40000,8000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-tank-bund-road-lingarajapuram-bangalore-for-rs-8000/8a9fb28276f6b4b70176f738f27424a9/detail
5176,3, Kadugodi,12.998,77.757,1650,100000,20000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kadugodi-bangalore-for-rs-20000/8a9fb28276f6b4b70176f6e69d4c0eda/detail
5177,1, Banashankari,12.92,77.545,500,40000,5000,UnFurnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-banashankari-bangalore-for-rs-5000/8a9f9a8276ebc3470176ec558e363586/detail
5179,1, Whitefield,12.97,77.75,500,40000,15500,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-15500/ff8081816d7b5b20016d7dda42021426/detail
5180,2, Munnekollal,12.954,77.712,1150,150000,23000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-munnekollal-bangalore-for-rs-23000/8a9f9c8876f60ea70176f62205a906bb/detail
5181,1, Whitefield,12.97,77.75,250,30000,10000,Full Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-whitefield-bangalore-for-rs-10000/8a9f93cd700644da0170069d45f51661/detail
5182,2, New Tippasandra,12.973,77.652,1000,200000,20000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-new-tippasandra-bangalore-for-rs-20000/8a9f93df74eda97f0174f3f9f1a11662/detail
5185,2, Hongasandra,12.887,77.63,1017,40000,10000,Semi Furnished,1-3 years ,Family,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hongasandra-bangalore-for-rs-10000/8a9fa68276f6b4c90176f72c7b642371/detail
5186,2, Krishnarajapura,13.016,77.717,700,50000,10000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-krishnarajapura-bangalore-for-rs-10000/8a9fb1c776d7c56c0176d7ce261a0309/detail
5189,3, Jp Nagar,12.893,77.586,1200,200000,22000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-jp-nagar-bangalore-for-rs-22000/8a9fa38276d2a7e60176d30a11ba20b2/detail
5190,2, Begur,12.867,77.621,1067,100000,15000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-begur-bangalore-for-rs-15000/8a9fa78276d2a7e40176d3469d10320d/detail
5191,3, Kasavanahalli,12.903,77.675,1609,150000,24000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-24000/ff80818151495081015152ecb7e9571d/detail
5193,2, Electronic City,12.833,77.67,927,50000,12000,UnFurnished,3-5 years ,Company,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-12000/8a9fab8276f6b4b20176f70fdc891a2b/detail
5195,2, Murgesh Pallya,12.955,77.66,1175,200000,25000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-murgesh-pallya-bangalore-for-rs-25000/8a9f917374121161017416cb1e217e78/detail
5196,1, Kumaraswamy Layout,12.907,77.557,510,70000,7500,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in--kumaraswamy-layout-bangalore-for-rs-7500/8a9f82b070017d18017004c9f168767f/detail
5197,2, Bommanahalli,12.898,77.618,1200,100000,18000,Semi Furnished,3-5 years ,All,01-Apr-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bommanahalli-bangalore-for-rs-18000/8a9f81ab70c0372e0170c46dfb2c0999/detail
5198,2, Yelahanka,13.107,77.6,947,50000,15000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yelahanka-bangalore-for-rs-15000/8a9f82e1756f4382017572d2b6913996/detail
5199,2, Hebbal,13.046,77.601,1299,250000,33500,Full Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hebbal-bangalore-for-rs-33500/ff80818162d7b8660162d7f4104d1f91/detail
5200,3, Harlur,12.893,77.658,2059,300000,36000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-harlur-bangalore-for-rs-36000/8a9f933675ea47e90175ea7697b30e6a/detail
5201,3, Hulimavu,12.876,77.612,1520,150000,33000,Semi Furnished,1-3 years ,All,01-Feb-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-hulimavu-bangalore-for-rs-33000/8a9fa88276d2a7e20176d31dd9d726bd/detail
5202,3, Hsr Layout,12.907,77.633,1764,250000,40000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-40000/ff8081816c04cff4016c04e80fbc1b87/detail
5205,2, Bellandur,12.926,77.678,795,75000,15000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-15000/8a9f9149750377d00175060a911e5e9a/detail
5210,2,others,12.978,77.682,1300,120000,19000,Semi Furnished,5-10 years ,All,31-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--kaggadasapura--bangalore-for-rs-19000/8a9f908276c69e540176c6b946e609b7/detail
5211,3, Doddakannelli,12.906,77.693,1871,200000,35000,Semi Furnished,Newly Constructed,Family,15-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-doddakannelli-bangalore-for-rs-35000/ff8081816bb7f81c016bb84609843874/detail
5215,2, Varthur,12.939,77.738,1012,100000,24000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-varthur-bangalore-for-rs-24000/8a9fad8376f5b9c30176f5d6cf0509a2/detail
5218,1, Whitefield,12.968,77.757,400,30000,7500,UnFurnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-7500/8a9fad8376e5f85f0176e62f7a7a1735/detail
5221,2, Kaikondrahalli,12.905,77.682,1178,110000,22000,Semi Furnished,1-3 years ,All,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kaikondrahalli-bangalore-for-rs-22000/8a9f94887679d82701767a109b851489/detail
5223,2, Yelahanka,13.129,77.605,1000,80000,12000,Full Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yelahanka-bangalore-for-rs-12000/8a9fc282767ab83601767af506b81456/detail
5224,2, Yelahanka,13.129,77.605,1000,80000,12000,Full Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yelahanka-bangalore-for-rs-12000/8a9fc282767ab83601767af506b81456/detail
5228,2, Munnekollal,12.948,77.713,1000,80000,20000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-munnekollal-bangalore-for-rs-20000/8a9f93f77612d4d401761376df5a3c19/detail
5229,3, Uttarahalli Hobli,12.853,77.545,1841,120000,18500,Semi Furnished,5-10 years ,All,01-Feb-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-uttarahalli-hobli-bangalore-for-rs-18500/ff8081814eb65997014eb9a26dae0957/detail
5231,2, Bellandur,12.926,77.666,1316,168000,28000,Semi Furnished,5-10 years ,All,18-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-28000/8a9f9c8876f60ea70176f6a38a9c31a8/detail
5234,1, Hbr Layout,13.033,77.628,650,112000,14000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hbr-layout-bangalore-for-rs-14000/8a9fa08276f60f670176f6664c3c1d22/detail
5235,2, Hsr Layout,12.906,77.642,1200,100000,20000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-20000/ff80818160f91d7f0160fe7bff535362/detail
5239,2, Mahadevapura,12.992,77.682,1060,65000,16000,Semi Furnished,5-10 years ,All,01-Mar-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-16000/8a9fa98276e69cb20176e6a2f6fd01d6/detail
5240,2, Whitefield,13.015,77.761,1290,150000,23000,Semi Furnished,3-5 years ,All,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-23000/8a9f94c576ce73340176ce7f2089075c/detail
5241,2, Bilekahalli,12.901,77.608,1215,100000,18500,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bilekahalli-bangalore-for-rs-18500/8a9fb1c276cff41a0176d150bebd48a8/detail
5242,3, Bellandur,12.923,77.669,1786,245000,33900,Semi Furnished,5-10 years ,Family,16-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-33900/ff8081816128c7060161292bda4a12d4/detail
5246,1, Basapura,12.87,77.654,550,40000,9000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-basapura-bangalore-for-rs-9000/8a9f91e1742a5ff901742ab0474c2723/detail
5247,3, Battarahalli,13.021,77.693,1715,150000,22000,Full Furnished,3-5 years ,Family,15-Mar-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-battarahalli-bangalore-for-rs-22000/ff808181690b213401690e6557cc7220/detail
5248,3, Doddanekkundi,12.977,77.681,1710,200000,25000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-doddanekkundi-bangalore-for-rs-25000/8a9f821d7602bd52017602d5a16d0456/detail
5249,1, Indiranagar,12.978,77.641,500,70000,15000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-indira-nagar-bangalore-for-rs-15000/8a9f8268763df60701763e2544be0ff2/detail
5251,2, Electronic City,12.836,77.667,1340,100000,23000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-23000/8a9f911f75b743d60175b7b503b12dee/detail
5252,1, Chikkakannalli,12.896,77.708,650,120000,15000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-chikkakannalli-bangalore-for-rs-15000/ff8081815f81a07f015f82fba8bf2fdc/detail
5254,1, Indiranagar,12.97,77.647,800,80000,8000,Semi Furnished,>10 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-indiranagar-bangalore-for-rs-8000/8a9f908276bb5bf70176be417ab312b8/detail
5255,2, Brookefield,12.967,77.71,1200,300000,30000,Full Furnished,5-10 years ,Family,01-Mar-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-brookefield-bangalore-for-rs-30000/8a9fa98276f6b4bf0176f6dd058e0b2b/detail
5257,1, Kengeri Satellite Town,12.919,77.478,700,85000,8500,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kengeri-satellite-town-bangalore-for-rs-8500/8a9f9f8276ccb9810176cd5c42ec3f2c/detail
5259,2, Rr Nagar,12.927,77.521,1100,100000,12000,Semi Furnished,5-10 years ,Family,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rr-nagar-bangalore-for-rs-12000/ff8081816e3114da016e342f0cd5519d/detail
5262,2, Whitefield,12.969,77.752,850,80000,12500,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-12500/8a9fa68276f6b4c90176f6fb648a1563/detail
5265,2, Hennur Gardens,13.03,77.649,1143,100000,16500,Semi Furnished,3-5 years ,Family,31-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hennur-gardens-bangalore-for-rs-16500/ff808181596887b1015968de03971684/detail
5266,1, Jayanagar,12.931,77.58,400,120000,12000,Full Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-jayanagar-bangalore-for-rs-12000/8a9f998276b70af50176b73e60380d5b/detail
5267,3, Krishnarajapura,13.007,77.709,1360,150000,27000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-krishnarajapura-bangalore-for-rs-27000/8a9f82906f99a2e4016f9b3018fe35e0/detail
5268,1, Banashankari,12.94,77.547,400,50000,7000,UnFurnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-banashankari-bangalore-for-rs-7000/ff8081816b797953016b79c6985b44d8/detail
5273,1, Munnekollal,12.946,77.707,900,30000,9500,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-munnekollal-bangalore-for-rs-9500/8a9f8bef70c038780170c4aa964225c7/detail
5274,1, Jp Nagar,12.901,77.589,600,30000,4800,UnFurnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-jp-nagar-bangalore-for-rs-4800/8a9f82837641fcdf01764218a4860809/detail
5276,2, Electronic City,12.834,77.69,1093,50000,14500,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-14500/ff8081816d290dd6016d2923245b0746/detail
5277,2, Mathikere,13.04,77.56,800,100000,10000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-mathikere-bangalore-for-rs-10000/ff80818155d1039f0155d91b9d7b3666/detail
5279,2, Yelahanka New Town,13.099,77.599,1100,120000,15000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yelahanka-new-town-bangalore-for-rs-15000/ff8081814e120d58014e1a9bc7c53e6f/detail
5281,2, Banashankari,12.935,77.555,800,100000,13500,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-banashankari-bangalore-for-rs-13500/ff808181693324f50169332e618804bb/detail
5282,1, Banashankari,12.935,77.555,400,50000,6500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-banashankari-bangalore-for-rs-6500/ff8081815373f3bb0153749ffd7012d4/detail
5283,3, Krishnarajapura,13.001,77.714,1304,140000,22000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-2nd-cross-road-krishnarajapura-bangalore-for-rs-22000/8a9f92ea73dd76d30173dda2bed11211/detail
5285,2, Yelahanka,13.1,77.599,1100,120000,15000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yelahanka-bangalore-for-rs-15000/ff8081815dfb60c2015dfb76555b025b/detail
5287,2, Rr Nagar,12.911,77.517,550,120000,12000,Semi Furnished,3-5 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rr-nagar-bangalore-for-rs-12000/ff808181512ecf9c01512f1f13210463/detail
5290,2, Ramamurthy Nagar,13.018,77.683,450,70000,12000,Semi Furnished,1-3 years ,Family,19-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ramamurthy-nagar-bangalore-for-rs-12000/8a9f828a74de99570174dfe82dc8021a/detail
5294,2, Hsr Layout,12.914,77.637,1200,200000,33000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-33000/8a9f92ed7592b8080175933399c04146/detail
5297,2, Ejipura,12.942,77.627,1000,100000,24000,Full Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ejipura-bangalore-for-rs-24000/8a9fa08776a8d0910176a926852d1cb8/detail
5298,1, Battarahalli,13.024,77.712,800,40000,7500,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-battarahalli-bangalore-for-rs-7500/ff8081816abfb86b016ac154030d3f08/detail
5300,1, Ramamurthy Nagar,13.018,77.683,500,60000,9500,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-ramamurthy-nagar-bangalore-for-rs-9500/ff8081816db54664016db5d95fae5782/detail
5301,2, Mahadevapura,12.99,77.674,600,750000,7500,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-udaya-nagar-mahadevapura-bangalore-for-rs-7500/ff808181662bff6c01662e4061f5540a/detail
5302,1, Mahadevapura,12.992,77.67,300,30000,4500,UnFurnished,3-5 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-4500/8a9f82c175ba17120175ba3e90f303c2/detail
5303,1, Basaveshwar Nagar,12.988,77.537,200,15000,2000,UnFurnished,>10 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-basaveshwar-nagar-bangalore-for-rs-2000/8a9fa18276adf74c0176ae8ebf152f4e/detail
5304,1, Marathahalli,12.954,77.692,300,50000,10000,UnFurnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-marathahalli-bangalore-for-rs-10000/ff808181632559ba0163262214a13e5d/detail
5305,2, Hebbal,13.028,77.604,600,100000,11000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hebbal-bangalore-for-rs-11000/ff8081815f2a0a5b015f2a79aa310bba/detail
5307,2, Rayasandra,12.868,77.685,914,180000,18000,UnFurnished,Newly Constructed,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rayasandra-bangalore-for-rs-18000/8a9f930774a1c10d0174a52b6fcb3041/detail
5308,2, Btm Layout,12.908,77.613,500,50000,15000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--btm-layout-bangalore-for-rs-15000/ff8081816b73762f016b73a038ba16f9/detail
5309,1, Bommanahalli,12.903,77.621,1000,60000,16000,Semi Furnished,3-5 years ,Family,01-Feb-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-bommanahalli-bangalore-for-rs-16000/ff8081816205b99f016208fac08558b6/detail
5310,3, Jayanagar,12.925,77.577,1000,270000,27000,Semi Furnished,>10 years ,All,15-Feb-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-jayanagar-bangalore-for-rs-27000/ff80818155f349ff0155f38909040e13/detail
5311,1, Btm Layout,12.908,77.613,150,25000,6500,UnFurnished,Newly Constructed,Bachelors,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in--btm-layout-bangalore-for-rs-6500/ff8081815877bbcb01587ad4c4bd27b7/detail
5313,2, Balagere,12.939,77.72,800,200000,30000,Full Furnished,Newly Constructed,All,28-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-balagere-bangalore-for-rs-30000/ff8081816aca1d96016acb1804463258/detail
